url_path,views_total,views_unique
/MLDataAnalytics/pNet,13,10
/MLDataAnalytics/pNet/graphs/traffic,2,1
/MLDataAnalytics/pNet/pulse,2,1
/MLDataAnalytics/pNet/blob/main/src/pnet/Brain_Template/create_vol_template.md,1,1
